Date,EW,GMV,GMR,MD,MV,MSV,SemiV,WUBC,WLBC,WUBC_Alt,FSD,SSD,SRF_LP,DMV,DMV_Yager,DMV_Return,DMV_Vars,EWMV,RP,HRP,CVaR,MAD
2022-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-31,0.0,0.23918052602608658,0.0,0.24578816388728558,0.4199411586570469,0.7054686766492753,2.219339855716301e-08,0.20203884717358195,0.08802448009252177,0.10426144416784848,0.6794826910724794,1.1102230246251565e-16,0.4166948543965646,0.2580537072560329,1.0935885530471978e-10,0.2459038135896756,0.13780359189420677,5.827079714582073e-09,0.14248441998771483,0.22691224341366253,0.0,0.6360370229180838
2022-09-30,0.0,0.3595362902615072,0.0,0.30614469659908317,0.2783355091310187,0.47063935674072066,1.497255543197471e-08,0.12942505159526085,4.86688594633633e-09,0.20420684186148966,0.5942446732235638,5.551115123125783e-17,0.8826445866545146,0.21262740689386955,7.610167357396946e-11,0.21978970314426216,0.13793358910473305,3.713099966384803e-11,0.06904190197934217,0.14005318037973777,0.549850620711778,0.3732996681089565
2022-10-31,0.0,0.5001127348182108,0.0,0.33793808124619473,0.8189189913333585,0.44996489274531004,1.0410334768389851e-08,0.30679225621054623,0.22885554757652835,0.2924938763607922,1.6653345369377348e-16,0.28846419813473273,1.299339441051079,0.5077368892718249,1.8963020737006175e-10,0.3823482503151556,0.18000338377075129,1.34972434825964e-08,0.1313778048443912,0.21477884947215195,1.646882463053203,0.49298976259947735
2022-11-30,0.0,0.7730743887085986,0.0,0.6288528419812046,0.42639766737485846,0.9236666939559875,7.780838837202702e-08,0.151348918221681,0.22885553301651212,0.12576388716870998,0.0,0.0,1.299339441051079,0.1748763861986575,1.8974168763952193e-10,0.3344924397608501,0.15444872190650097,1.3260835013406691e-08,0.17253018903689196,0.28030069912516165,3.767819389821625e-15,1.159294915508992
2022-12-31,0.0,0.5736117611172015,0.0,0.4818515484742165,1.2016125526672312,2.0,7.38133059162274e-08,0.16149486499707016,0.5548023856191759,0.2482952993172255,1.1733609024652103,0.676452992269589,1.6992731606165214,0.4827282032648647,1.3699168882608248e-10,0.6757200654651933,0.21704180366304132,0.01348514457180914,0.09162925651112011,0.2549819156671378,0.8799761022352393,1.4220578608493337
2023-01-31,0.0,0.5446751042246321,0.0,0.4387336045703625,0.1450343858199646,2.0,0.25173108034111724,0.11873132478771993,0.1466872697076629,0.24238303578386833,0.5081071300914111,2.220446049250313e-16,1.6653345369377348e-16,0.240781007442424,1.427587978386491e-10,0.4331509124120422,0.11474589296623126,0.05958030771839565,0.0894250839274276,0.19042599894650472,0.037175543952591816,0.5715654705650074
2023-02-28,0.0,0.035896348701281194,0.0,0.19370834271133985,0.16017409382582234,1.7003726861208746,1.3164384917050143,0.3578753832038185,0.1385102763297678,0.3398439050365338,1.0143729167518474,1.1102230246251565e-16,0.03362333085964607,0.4465433859387679,3.137309856349191e-10,0.26762910226538766,0.2175458386891825,0.06832262506580808,0.05152600543957513,0.23338425481738473,1.8318679906315083e-15,0.945039760210118
2023-03-31,0.0,0.14969320304481298,2.0,0.13017219169240293,0.49317897578910713,1.2714528801965803,0.43183046426401184,0.4020756432070641,9.116136264961106e-08,0.32242241945969896,0.30051058274220255,1.3314927297281063,0.2798149610430074,0.52492110999745,1.137670582740391e-10,0.4160435441869126,0.30375791591180934,0.05861192259223014,0.041085741324810986,0.24275470860193143,0.6578515671050021,0.4609396447756664
2023-04-30,0.0,0.3359034999753909,0.0,0.29597451247531387,1.5230080814810627e-06,1.2618024265467793,3.7262479276993945e-08,0.13256367492581675,2.2730471269105657e-08,0.19379510689124885,0.8081608109057157,0.0,0.11369114368893292,0.2663848155932832,2.270773638568535e-10,0.2974115590436305,0.14957052212368918,3.9897024572965734e-10,0.05866316838536861,0.25708490076778323,8.380882793312949e-16,1.410875848041449
